EXTRA,DATA_TYPE,COLUMN_KEY,COLUMN_TYPE,IS_NULLABLE,IS_GENERATED,TABLE_SCHEMA,PRIVILEGES,TABLE_NAME,NUMERIC_SCALE,TABLE_CATALOG,COLUMN_NAME,COLLATION_NAME,COLUMN_COMMENT,COLUMN_DEFAULT,ORDINAL_POSITION,NUMERIC_PRECISION,CHARACTER_SET_NAME,DATETIME_PRECISION,GENERATION_EXPRESSION,CHARACTER_OCTET_LENGTH,CHARACTER_MAXIMUM_LENGTH
auto_increment,bigint,PRI,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_preferences_ex,0,def,id,NULL,<blank>,NULL,1,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,MUL,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_preferences_ex,NULL,def,userid,utf8mb4_bin,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,<blank>,varchar(32),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_preferences_ex,NULL,def,appid,utf8mb4_bin,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,128,32
<blank>,varchar,MUL,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_preferences_ex,NULL,def,configkey,utf8mb4_bin,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,256,64
<blank>,longtext,<blank>,longtext,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_preferences_ex,NULL,def,configvalue,utf8mb4_bin,<blank>,NULL,5,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
auto_increment,bigint,PRI,bigint(20) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_dav_cal_proxy,0,def,id,NULL,<blank>,NULL,1,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,MUL,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_dav_cal_proxy,NULL,def,owner_id,utf8mb4_bin,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,MUL,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_dav_cal_proxy,NULL,def,proxy_id,utf8mb4_bin,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,256,64
<blank>,int,<blank>,int(10) unsigned,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_dav_cal_proxy,0,def,permissions,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
auto_increment,bigint,PRI,bigint(20) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_reminders,0,def,id,NULL,<blank>,NULL,1,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_reminders,0,def,calendar_id,NULL,<blank>,NULL,2,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,MUL,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_reminders,0,def,object_id,NULL,<blank>,NULL,3,19,NULL,NULL,NULL,NULL,NULL
<blank>,smallint,<blank>,smallint(6),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_reminders,0,def,is_recurring,NULL,<blank>,NULL,4,5,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,MUL,varchar(255),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_reminders,NULL,def,uid,utf8mb4_bin,<blank>,NULL,5,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,bigint,<blank>,bigint(20) unsigned,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_reminders,0,def,recurrence_id,NULL,<blank>,NULL,6,20,NULL,NULL,NULL,NULL,NULL
<blank>,smallint,<blank>,smallint(6),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_reminders,0,def,is_recurrence_exception,NULL,<blank>,NULL,7,5,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_reminders,NULL,def,event_hash,utf8mb4_bin,<blank>,NULL,8,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,varchar,<blank>,varchar(255),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_reminders,NULL,def,alarm_hash,utf8mb4_bin,<blank>,NULL,9,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,varchar,<blank>,varchar(255),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_reminders,NULL,def,type,utf8mb4_bin,<blank>,NULL,10,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,smallint,<blank>,smallint(6),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_reminders,0,def,is_relative,NULL,<blank>,NULL,11,5,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(20) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_reminders,0,def,notification_date,NULL,<blank>,NULL,12,20,NULL,NULL,NULL,NULL,NULL
<blank>,smallint,<blank>,smallint(6),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_reminders,0,def,is_repeat_based,NULL,<blank>,NULL,13,5,NULL,NULL,NULL,NULL,NULL
auto_increment,int,PRI,int(10) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_token,0,def,id,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,MUL,int(11),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_token,0,def,share_id,NULL,<blank>,NULL,2,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(31),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_token,NULL,def,circle_id,utf8mb4_bin,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,124,31
<blank>,varchar,<blank>,varchar(31),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_token,NULL,def,single_id,utf8mb4_bin,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,124,31
<blank>,varchar,<blank>,varchar(31),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_token,NULL,def,member_id,utf8mb4_bin,<blank>,NULL,5,NULL,utf8mb4,NULL,NULL,124,31
<blank>,varchar,<blank>,varchar(31),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_token,NULL,def,token,utf8mb4_bin,<blank>,NULL,6,NULL,utf8mb4,NULL,NULL,124,31
<blank>,varchar,<blank>,varchar(127),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_token,NULL,def,password,utf8mb4_bin,<blank>,NULL,7,NULL,utf8mb4,NULL,NULL,508,127
<blank>,int,<blank>,int(11),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_circles_token,0,def,accepted,NULL,<blank>,NULL,8,10,NULL,NULL,NULL,NULL,NULL
auto_increment,bigint,PRI,bigint(20) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_user_status,0,def,id,NULL,<blank>,NULL,1,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,UNI,varchar(255),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_user_status,NULL,def,user_id,utf8mb4_bin,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,varchar,<blank>,varchar(255),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_user_status,NULL,def,status,utf8mb4_bin,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,int,MUL,int(10) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_user_status,0,def,status_timestamp,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,tinyint,MUL,tinyint(1),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_user_status,0,def,is_user_defined,NULL,<blank>,NULL,5,3,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_user_status,NULL,def,message_id,utf8mb4_bin,<blank>,NULL,6,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,varchar,<blank>,varchar(255),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_user_status,NULL,def,custom_icon,utf8mb4_bin,<blank>,NULL,7,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,longtext,<blank>,longtext,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_user_status,NULL,def,custom_message,utf8mb4_bin,<blank>,NULL,8,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,int,MUL,int(10) unsigned,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_user_status,0,def,clear_at,NULL,<blank>,NULL,9,10,NULL,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(1),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_user_status,0,def,is_backup,NULL,<blank>,0,10,3,NULL,NULL,NULL,NULL,NULL
<blank>,int,MUL,int(10) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_user_status,0,def,status_message_timestamp,NULL,<blank>,0,11,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,PRI,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_groups,NULL,def,gid,utf8mb4_bin,<blank>,'',1,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,<blank>,varchar(255),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_groups,NULL,def,displayname,utf8mb4_bin,<blank>,'name',2,NULL,utf8mb4,NULL,NULL,1020,255
auto_increment,bigint,PRI,bigint(20) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,0,def,id,NULL,<blank>,NULL,1,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,UNI,varchar(128),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,NULL,def,token,utf8mb4_bin,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,512,128
<blank>,varchar,<blank>,varchar(128),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,NULL,def,name,utf8mb4_bin,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,512,128
<blank>,longtext,<blank>,longtext,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,NULL,def,description,utf8mb4_bin,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,longtext,<blank>,longtext,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,NULL,def,location,utf8mb4_bin,<blank>,NULL,5,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,varchar,<blank>,varchar(10),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,NULL,def,visibility,utf8mb4_bin,<blank>,NULL,6,NULL,utf8mb4,NULL,NULL,40,10
<blank>,varchar,<blank>,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,NULL,def,user_id,utf8mb4_bin,<blank>,NULL,7,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,<blank>,varchar(255),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,NULL,def,target_calendar_uri,utf8mb4_bin,<blank>,NULL,8,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,longtext,<blank>,longtext,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,NULL,def,calendar_freebusy_uris,utf8mb4_bin,<blank>,NULL,9,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,longtext,<blank>,longtext,YES,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,NULL,def,availability,utf8mb4_bin,<blank>,NULL,10,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,int,<blank>,int(11),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,0,def,start,NULL,<blank>,NULL,11,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,0,def,end,NULL,<blank>,NULL,12,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,0,def,length,NULL,<blank>,NULL,13,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,0,def,increment,NULL,<blank>,NULL,14,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,0,def,preparation_duration,NULL,<blank>,0,15,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,0,def,followup_duration,NULL,<blank>,0,16,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,0,def,time_before_next_slot,NULL,<blank>,NULL,17,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,0,def,daily_max,NULL,<blank>,NULL,18,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,0,def,future_limit,NULL,<blank>,NULL,19,10,NULL,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(1),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_appt_configs,0,def,create_talk_room,NULL,<blank>,0,20,3,NULL,NULL,NULL,NULL,NULL
auto_increment,bigint,PRI,bigint(20) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_rooms_md,0,def,id,NULL,<blank>,NULL,1,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,MUL,bigint(20) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_rooms_md,0,def,room_id,NULL,<blank>,NULL,2,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_rooms_md,NULL,def,key,utf8mb4_bin,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,1020,255
<blank>,varchar,<blank>,varchar(4000),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_calendar_rooms_md,NULL,def,value,utf8mb4_bin,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,16000,4000
auto_increment,bigint,PRI,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_files_metadata_index,0,def,id,NULL,<blank>,NULL,1,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,MUL,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_files_metadata_index,0,def,file_id,NULL,<blank>,NULL,2,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(31),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_files_metadata_index,NULL,def,meta_key,utf8mb4_bin,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,124,31
<blank>,varchar,<blank>,varchar(63),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_files_metadata_index,NULL,def,meta_value_string,utf8mb4_bin,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,252,63
<blank>,bigint,<blank>,bigint(20),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_files_metadata_index,0,def,meta_value_int,NULL,<blank>,NULL,5,19,NULL,NULL,NULL,NULL,NULL
auto_increment,bigint,PRI,bigint(20),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_ex_translation,0,def,id,NULL,<blank>,NULL,1,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,MUL,varchar(32),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_ex_translation,NULL,def,appid,utf8mb4_bin,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,128,32
<blank>,varchar,<blank>,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_ex_translation,NULL,def,name,utf8mb4_bin,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_ex_translation,NULL,def,display_name,utf8mb4_bin,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,256,64
<blank>,longtext,<blank>,longtext,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_ex_translation,NULL,def,from_languages,utf8mb4_bin,<blank>,NULL,5,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,longtext,<blank>,longtext,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_ex_translation,NULL,def,to_languages,utf8mb4_bin,<blank>,NULL,6,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,varchar,<blank>,varchar(410),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_ex_translation,NULL,def,action_handler,utf8mb4_bin,<blank>,NULL,7,NULL,utf8mb4,NULL,NULL,1640,410
<blank>,varchar,<blank>,varchar(410),YES,NEVER,ccledu_next480,"select,insert,update,references",oc_ex_translation,NULL,def,action_detect_lang,utf8mb4_bin,<blank>,'',8,NULL,utf8mb4,NULL,NULL,1640,410
auto_increment,int,PRI,int(11),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_privacy_admins,0,def,id,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_privacy_admins,NULL,def,displayname,utf8mb4_bin,<blank>,'',2,NULL,utf8mb4,NULL,NULL,256,64
auto_increment,bigint,PRI,bigint(20) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_reactions,0,def,id,NULL,<blank>,NULL,1,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,MUL,bigint(20) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_reactions,0,def,parent_id,NULL,<blank>,NULL,2,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(20) unsigned,NO,NEVER,ccledu_next480,"select,insert,update,references",oc_reactions,0,def,message_id,NULL,<blank>,NULL,3,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_reactions,NULL,def,actor_type,utf8mb4_bin,<blank>,'',4,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_reactions,NULL,def,actor_id,utf8mb4_bin,<blank>,'',5,NULL,utf8mb4,NULL,NULL,256,64
<blank>,varchar,MUL,varchar(32),NO,NEVER,ccledu_next480,"select,insert,update,references",oc_reactions,NULL,def,reaction,utf8mb4_bin,<blank>,NULL,6,NULL,utf8mb4,NULL,NULL,128,32
auto_increment,int,PRI,int(11),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",contact,0,def,id,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(1000),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",contact,NULL,def,mobileNos,utf8mb4_general_ci,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,4000,1000
<blank>,varchar,<blank>,varchar(500),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",contact,NULL,def,emails_,utf8mb4_general_ci,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,2000,500
<blank>,varchar,<blank>,varchar(500),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",contact,NULL,def,address_,utf8mb4_general_ci,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,2000,500
<blank>,varchar,<blank>,varchar(500),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",contact,NULL,def,facebook_,utf8mb4_general_ci,<blank>,NULL,5,NULL,utf8mb4,NULL,NULL,2000,500
<blank>,varchar,<blank>,varchar(140),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",contact,NULL,def,youtube_,utf8mb4_general_ci,<blank>,NULL,6,NULL,utf8mb4,NULL,NULL,560,140
<blank>,varchar,<blank>,varchar(300),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",contact,NULL,def,twitter_,utf8mb4_general_ci,<blank>,NULL,7,NULL,utf8mb4,NULL,NULL,1200,300
<blank>,varchar,<blank>,varchar(300),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",contact,NULL,def,instagram_,utf8mb4_general_ci,<blank>,NULL,8,NULL,utf8mb4,NULL,NULL,1200,300
auto_increment,int,PRI,int(11),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",about,0,def,id,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,longtext,<blank>,longtext,NO,NEVER,ccledu_lumahsi,"select,insert,update,references",about,NULL,def,caption_,utf8mb4_general_ci,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,longtext,<blank>,longtext,NO,NEVER,ccledu_lumahsi,"select,insert,update,references",about,NULL,def,description_,utf8mb4_general_ci,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,varchar,<blank>,varchar(300),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",about,NULL,def,pic_,utf8mb4_general_ci,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,1200,300
<blank>,varchar,<blank>,varchar(100),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",about,NULL,def,cat_,utf8mb4_general_ci,<blank>,NULL,5,NULL,utf8mb4,NULL,NULL,400,100
<blank>,int,<blank>,int(5),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",about,0,def,seq_,NULL,<blank>,NULL,6,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(10),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",about,NULL,def,float_pic,utf8mb4_general_ci,<blank>,'left_',7,NULL,utf8mb4,NULL,NULL,40,10
auto_increment,int,PRI,int(10),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",faculty,0,def,id,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(200),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",faculty,NULL,def,name_,utf8mb4_general_ci,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,800,200
<blank>,varchar,<blank>,varchar(200),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",faculty,NULL,def,designation_,utf8mb4_general_ci,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,800,200
<blank>,int,<blank>,int(32),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",faculty,0,def,seq_,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(200),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",faculty,NULL,def,pic_,utf8mb4_general_ci,<blank>,NULL,5,NULL,utf8mb4,NULL,NULL,800,200
auto_increment,int,PRI,int(11),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",corevalues,0,def,id,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,longtext,<blank>,longtext,NO,NEVER,ccledu_lumahsi,"select,insert,update,references",corevalues,NULL,def,title_,utf8mb4_general_ci,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,longtext,<blank>,longtext,NO,NEVER,ccledu_lumahsi,"select,insert,update,references",corevalues,NULL,def,description_,utf8mb4_general_ci,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,4294967295,4294967295
<blank>,varchar,<blank>,varchar(300),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",corevalues,NULL,def,pic_,utf8mb4_general_ci,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,1200,300
auto_increment,int,PRI,int(10),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",administration,0,def,id,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(200),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",administration,NULL,def,name_,utf8mb4_general_ci,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,800,200
<blank>,varchar,<blank>,varchar(100),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",administration,NULL,def,designation_,utf8mb4_general_ci,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,400,100
<blank>,varchar,<blank>,varchar(200),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",administration,NULL,def,pic_,utf8mb4_general_ci,<blank>,'default_profile.png',4,NULL,utf8mb4,NULL,NULL,800,200
<blank>,varchar,<blank>,varchar(200),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",administration,NULL,def,department_,utf8mb4_general_ci,<blank>,'Administration',5,NULL,utf8mb4,NULL,NULL,800,200
<blank>,varchar,<blank>,varchar(100),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",administration,NULL,def,email_,utf8mb4_general_ci,<blank>,NULL,6,NULL,utf8mb4,NULL,NULL,400,100
<blank>,varchar,<blank>,varchar(10),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",administration,NULL,def,seq_,utf8mb4_general_ci,<blank>,NULL,7,NULL,utf8mb4,NULL,NULL,40,10
auto_increment,int,PRI,int(11),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",news_,0,def,id,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(1000),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",news_,NULL,def,heading_,utf8mb4_general_ci,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,4000,1000
<blank>,varchar,<blank>,varchar(5000),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",news_,NULL,def,description_,utf8mb4_general_ci,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,20000,5000
<blank>,varchar,<blank>,varchar(300),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",news_,NULL,def,file_,utf8mb4_general_ci,<blank>,NULL,4,NULL,utf8mb4,NULL,NULL,1200,300
<blank>,varchar,<blank>,varchar(1),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",news_,NULL,def,is_show,utf8mb4_general_ci,<blank>,'Y',5,NULL,utf8mb4,NULL,NULL,4,1
<blank>,varchar,<blank>,varchar(10),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",news_,NULL,def,is_new,utf8mb4_general_ci,<blank>,NULL,6,NULL,utf8mb4,NULL,NULL,40,10
<blank>,varchar,<blank>,varchar(30),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",news_,NULL,def,date_,utf8mb4_general_ci,<blank>,NULL,7,NULL,utf8mb4,NULL,NULL,120,30
auto_increment,int,PRI,int(11),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",gallery,0,def,id,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(1000),NO,NEVER,ccledu_lumahsi,"select,insert,update,references",gallery,NULL,def,album_title,utf8mb4_general_ci,<blank>,NULL,2,NULL,utf8mb4,NULL,NULL,4000,1000
<blank>,varchar,<blank>,varchar(200),YES,NEVER,ccledu_lumahsi,"select,insert,update,references",gallery,NULL,def,cover_pic,utf8mb4_general_ci,<blank>,NULL,3,NULL,utf8mb4,NULL,NULL,800,200
